id,previousThrow0,previousThrow1,previousThrow2,previousThrow3,previousThrow4,previousThrow5,previousThrow6,previousThrow7,previousThrow8,previousThrow9,playerThrow
55a48ab34a314bd33236f64b,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f64c,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f64d,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f64e,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f64f,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f650,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f651,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f652,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f653,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f654,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f655,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f656,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f657,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f658,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f659,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f65a,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper
55a48ab34a314bd33236f65b,paper,paper,paper,paper,paper,paper,paper,paper,paper,paper,scissors
55a48ab34a314bd33236f65c,paper,paper,paper,paper,paper,paper,paper,paper,paper,scissors,scissors
55a48ab34a314bd33236f65d,paper,paper,paper,paper,paper,paper,paper,paper,scissors,scissors,scissors
55a48ab34a314bd33236f65e,paper,paper,paper,paper,paper,paper,paper,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f65f,paper,paper,paper,paper,paper,paper,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f660,paper,paper,paper,paper,paper,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f661,paper,paper,paper,paper,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f662,paper,paper,paper,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f663,paper,paper,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f664,paper,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f665,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f666,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f667,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f668,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f669,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f66a,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f66b,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f66c,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f66d,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f66e,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f66f,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f670,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f671,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f672,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f673,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f674,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f675,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f676,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f677,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f678,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f679,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f67a,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f67b,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f67c,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f67d,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f67e,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f67f,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f680,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f681,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f682,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f683,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f684,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f685,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f686,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f687,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f688,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f689,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f68a,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f68b,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f68c,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors
55a48ab34a314bd33236f68d,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,rock
55a48ab34a314bd33236f68e,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,rock,paper
55a48ab34a314bd33236f68f,scissors,scissors,scissors,scissors,scissors,scissors,scissors,scissors,rock,paper,scissors
55a48ab34a314bd33236f690,scissors,scissors,scissors,scissors,scissors,scissors,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f691,scissors,scissors,scissors,scissors,scissors,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f692,scissors,scissors,scissors,scissors,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f693,scissors,scissors,scissors,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f694,scissors,scissors,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f695,scissors,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f696,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f697,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f698,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f699,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f69a,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f69b,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f69c,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f69d,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f69e,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f69f,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6a0,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6a1,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6a2,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6a3,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6a4,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6a5,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6a6,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6a7,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6a8,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6a9,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6aa,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6ab,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6ac,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6ad,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6ae,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6af,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6b0,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6b1,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6b2,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6b3,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6b4,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6b5,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6b6,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6b7,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6b8,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6b9,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6ba,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6bb,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6bc,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6bd,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6be,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6bf,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6c0,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6c1,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6c2,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6c3,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6c4,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6c5,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6c6,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6c7,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6c8,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6c9,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6ca,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6cb,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6cc,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6cd,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6ce,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6cf,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6d0,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6d1,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6d2,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6d3,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6d4,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6d5,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6d6,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6d7,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6d8,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6d9,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6da,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6db,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6dc,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6dd,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6de,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6df,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6e0,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6e1,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6e2,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6e3,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6e4,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6e5,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6e6,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6e7,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6e8,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6e9,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6ea,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6eb,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6ec,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6ed,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6ee,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6ef,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6f0,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6f1,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6f2,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6f3,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6f4,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6f5,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6f6,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6f7,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6f8,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6f9,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6fa,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6fb,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6fc,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f6fd,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f6fe,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f6ff,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f700,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f701,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f702,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f703,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f704,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f705,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f706,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
